SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ier_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
121021577,Hornsby - East,35,11801,739,75.04212860310422,6.6,0.005592746377425642,29.5,0.28708705,17.6,937,31.9,51.4,0.2511422536922922,102,121021577
121021404,Berowra - Brooklyn - Cowan,40,11712,810,79.52168815943728,3.8,0.0005976775956284153,12.6,0.2803865000000017,8.4,1119,35.5,26.3,-0.027479986270007608,39,121021404
121021403,Asquith - Mount Colah,39,18261,805,78.84008591956152,4.4,0.0022999835715459176,13.5,0.2797254,9.3,1115,31.5,26.3,0.4136984976332012,33,121021403
121011402,Willoughby - Castle Cove - Northbridge,41,25452,1052,78.84122562674095,4.0,0.0009036617947509037,12.1,0.3634980600000013,8.5,1121,36.7,28.2,0.22845460176660226,538,121011402
121011401,St Leonards - Naremburn,36,10478,1285,77.55564082885648,4.0,0.0013361328497804924,16.8,0.3010817500000003,8.7,1008,41.4,45.7,0.6029407605382034,710,121011401
121011400,Lane Cove - Greenwich,38,26779,1145,78.92449811632348,4.4,0.002277904328018223,12.9,0.35020733,7.9,1093,35.9,34.6,-0.06600678515110342,65,121011400
121011399,Chatswood (West) - Lane Cove North,35,20836,996,76.93300121351473,5.0,0.004031483970051834,19.2,0.3221081000000013,12.2,1035,40.0,43.9,-0.06843360442603134,30,121011399
126021503,West Ryde - Meadowbank,34,19326,789,75.69898196819483,6.5,0.0034150884818379386,22.6,0.3001436600000003,14.6,982,31.7,47.4,0.18982453349394887,37,126021503
126021501,North Ryde - East Ryde,41,12317,730,77.63443215419998,5.1,0.0002435658033612081,13.7,0.3203635200000013,10.2,1073,29.5,28.7,0.20704365568363728,25,126021501
126021500,Macquarie Park - Marsfield,33,21718,652,75.6935058248053,9.0,0.0056174601712864905,25.8,0.3347883800000022,17.1,944,39.8,56.3,0.5101433484594184,303,126021500
126021499,Hunters Hill - Woolwich,42,10338,947,79.38550022703194,3.2,0.0006771135616173341,10.1,0.3636765200000011,7.5,1110,30.1,22.0,0.36530534407178933,41,126021499
126021498,Gladesville - Huntleys Point,40,14449,937,78.17446888512879,4.2,0.0006228804761575196,15.1,0.33409122,10.3,1053,31.0,28.7,0.21749681923059375,82,126021498
126021497,Eastwood - Denistone,37,25021,628,75.26789408357467,6.8,0.0047160385276367855,20.2,0.3270076500000003,15.3,1024,44.5,43.1,0.21335266892799729,60,126021497
126011496,Pennant Hills - Cheltenham,41,20551,883,78.6086956521739,4.9,0.001119166950513357,12.9,0.3381675200000011,9.6,1121,33.7,28.5,0.38352332279230117,27,126011496
121011398,Chatswood (East) - Artarmon,34,28631,805,75.39386995130336,6.1,0.003807062275156299,24.2,0.3535828300000013,15.4,964,46.0,52.5,0.14802728360181758,184,121011398
125031484,Guildford West - Merrylands West,33,20694,494,77.32554963812645,9.4,0.008939789310911375,33.1,0.3008743200000015,27.7,936,11.8,33.3,0.04985278995415027,8,125031484
120031576,Strathfield South,36,3543,705,77.02482400889218,6.6,0.002540220152413209,24.3,0.2979756000000013,18.5,1019,19.9,23.9,-0.05449108464559824,8,120031576
125031483,Guildford - South Granville,30,20912,419,,11.2,0.01635424636572303,38.4,0.3052609300000003,34.6,905,10.1,28.5,-0.003063466036514953,259,125031483
125031482,Greystanes - Pemulwuy,37,26330,698,78.50592261121348,5.5,0.001785036080516521,18.6,0.2828219200000011,13.2,1065,11.1,19.7,0.5268887404361364,12,125031482
125031481,Granville - Clyde,31,20831,473,,10.7,0.013201478565599348,27.7,0.34750932,24.2,916,14.9,42.1,0.36308267899762126,40,125031481
120031575,Strathfield,32,24999,662,75.90685909834846,6.7,0.016680667226689067,21.9,0.34549522,15.3,972,27.1,51.5,0.2817019856748223,77,120031575
125031480,Fairfield - East,34,15491,423,,11.2,0.014976437931702278,,,,893,12.2,25.7,0.11397913289083289,4,125031480
125031479,Chester Hill - Sefton,34,18420,459,77.08852818944563,10.1,0.006568946796959826,31.8,0.30054635,27.2,928,15.2,27.7,0.3264778634811497,19,125031479
120031396,Homebush,31,16193,693,75.72740291466599,8.1,0.0109924041252393,28.6,0.3038379300000003,18.5,926,25.8,56.5,0.19299252861710414,29,120031396
120031395,Haberfield - Summer Hill,39,13457,912,77.89674952198853,4.2,0.010329196700601917,16.6,0.3405190700000003,10.7,1024,30.0,33.3,0.25461284823566727,153,120031395
120031393,Croydon Park - Enfield,39,17188,661,77.02308345557014,5.2,0.005352571561554573,20.7,0.30699575,15.0,1016,24.9,29.9,0.2517094806049243,8,120031393
120031392,Canterbury (North) - Ashbury,39,10430,744,77.24577340398687,4.9,0.0030680728667305847,18.9,0.30726445,12.6,1017,25.4,34.0,-0.09835575948061197,24,120031392
120031391,Burwood - Croydon,32,24600,532,,8.6,0.0208130081300813,25.1,0.3495429200000003,18.6,926,47.0,53.5,0.15956034610815717,75,120031391
120031390,Ashfield,34,24474,679,75.61594006189262,7.0,0.022268529868431804,23.0,0.2997504000000003,14.1,926,32.6,50.7,0.277158995947047,72,120031390
120021389,Lilyfield - Rozelle,38,13960,1309,78.4932343066436,3.7,0.0018624641833810888,15.1,0.3244894000000017,10.2,1053,43.4,35.0,0.3296069811821082,134,120021389
120021388,Leichhardt - Annandale,37,26391,1116,78.1467244179751,4.1,0.008525633738774583,17.6,0.3182656000000003,11.3,1033,41.6,34.7,0.21834035345525166,424,120021388
120021387,Balmain,41,15693,1357,78.89806915132465,4.0,0.0026763525138596826,12.9,0.3404311,8.5,1046,47.6,35.2,0.2782209806954937,220,120021387
120011386,Five Dock - Abbotsford,41,20480,943,77.7788061082832,4.1,0.001611328125,17.6,0.329471680000002,11.1,1027,26.0,26.9,0.12154466414809013,88,120011386
