SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ieo_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
505031101,Clarkson,31,12960,714,77.85141224310364,10.2,0.0016203703703703703,27.9,0.28170713999999997,20.1,964,29.7,43.1,0.13581428571428572,21,505031101
505031102,Girrawheen,33,8743,487,76.8462783171521,12.9,0.006176369667162301,28.2,0.31053728,29.7,857,15.2,35.6,0.13235555555555556,18,505031102
505031103,Madeley - Darch - Landsdale,33,25386,771,78.87975681152894,6.7,0.0027180335618057195,20.4,0.2755498,12.8,1016,17.0,28.4,0.2931569892473118,93,505031103
505031104,Marangaroo,36,10584,545,77.74513644078861,9.5,0.002551020408163265,20.6,0.295033,18.5,913,17.7,24.4,0.0,2,505031104
505031105,Mindarie - Quinns Rocks - Jindalee,37,18815,745,79.5629820051414,8.6,0.0010629816635663034,20.1,0.30390513,13.1,1012,30.7,33.9,0.24477777777777776,63,505031105
505031107,Tapping - Ashby - Sinagra,33,13299,774,79.48117893807263,6.8,0.0003007744943228814,20.7,0.267889080000001,11.5,1002,28.2,33.8,0.07068823529411765,17,505031107
505031108,Wanneroo,35,25570,730,78.84789115646258,7.5,0.0014470082127493156,21.2,0.2782811,13.3,971,26.6,34.1,0.23307999999999998,75,505031108
505031255,Alkimos - Eglinton,28,7933,917,78.96197128443927,6.4,0.0007563342997604941,30.3,0.25054428,14.9,1003,34.4,50.9,0.25263157894736843,38,505031255
505031256,Carabooda - Pinjar,42,736,664,,7.0,0.004076086956521739,,,,977,27.0,30.4,0.22869672131147542,61,505031256
505031258,Yanchep,33,8836,670,78.63483642793987,9.7,0.0007922136713444998,30.5,0.2931606800000011,20.6,940,38.4,44.0,0.179578125,32,505031258
506011110,Armadale - Wungong - Brookdale,33,19080,549,77.11773402848027,13.4,0.005765199161425576,31.4,0.2874709700000018,27.2,868,20.8,40.3,0.2439448275862069,29,506011110
506011112,Camillo - Champion Lakes,35,5541,581,77.71710368053886,11.4,0.0010828370330265296,26.2,0.2848723800000015,23.4,878,22.0,39.1,0.5587261904761904,42,506011112
506011113,Forrestdale - Harrisdale - Piara Waters,30,19264,949,78.73376623376623,7.2,0.0004152823920265781,24.4,0.26163464999999997,11.6,1040,18.9,46.8,0.19433703703703703,27,506011113
506011114,Kelmscott,38,10503,602,77.75719616204691,10.1,0.003808435685042369,23.2,0.3029740500000008,19.2,919,25.9,38.2,0.5611829787234043,188,506011114
506011115,Mount Nasura - Mount Richon - Bedfordale,44,7965,669,79.68543886352106,7.1,0.0011299435028248588,17.9,0.29229373,11.6,982,28.8,24.3,0.2447857142857143,21,506011115
506011116,Roleystone,42,7022,730,79.60371157935434,6.5,0.0019937339789233835,15.8,0.31241020000000136,10.0,1030,36.8,24.5,0.29250816326530615,49,506011116
506011117,Seville Grove,29,10281,676,78.09905316824472,9.3,0.0036961385079272444,28.3,0.2684931,21.2,907,18.6,40.2,0.043974999999999986,4,506011117
506021118,Belmont - Ascot - Redcliffe,36,14295,754,77.30339321357286,8.3,0.003707590066456803,19.8,0.3087595,15.7,986,24.8,45.7,0.22255473684210525,95,506021118
506021119,East Victoria Park - Carlisle,33,16564,763,77.10431804894345,8.7,0.004890123158657329,20.3,0.3241506500000003,15.6,1066,32.9,51.7,0.16035894736842105,95,506021119
